501017;PORLAMMIN RAVINTOLA;7820;PORLAMMI;Ma 09:00-12:00 ja 12:30-15:00, Ke 09:00-12:00 ja 12:30-15:00, Pe 09:00-12:00 ja 12:30-15:00;60.6815305;26.0323066;
501003;ARTJÄRVEN RAVINTOLA;16200;ARTJÄRVI;Ma 09:00-16:30, Ti-Pe 09:00-15:00;60.7460863;26.054181;
